226:1,7,6,2,8,5,6,4,8,2,6,4,2,7,7,8,1,2,1,6,9,5,2,9,2,3,1,7,8,1
227:5,4,5,5,8,6,3,8,9,4,2,9,2,6,4,6,8,4,9,8,8,4,6,6,2,5,5,7,5,4
228:5,9,6,5,3,7,2,2,2,7,7,2,2,2,5,1,5,6,5,5,9,2,6,3,7,4,1,5,3,9
229:2,7,3,2,7,5,2,3,9,8,4,6,5,8,8,9,1,3,9,8,2,2,9,2,4,9,6,4,8,4
230:8,2,3,7,9,7,5,3,6,8,7,3,7,6,5,5,8,2,6,5,3,6,3,9,6,9,8,1,5,1
231:6,8,6,6,1,9,2,1,1,6,2,9,3,2,9,2,4,5,9,2,7,5,3,8,6,9,3,7,6,9
232:5,3,7,4,2,6,2,3,5,1,1,5,4,9,2,6,2,5,1,2,6,1,7,9,1,2,2,7,8,6
233:4,1,3,2,8,6,1,3,8,7,6,5,1,2,6,1,3,7,9,8,6,6,4,2,4,4,2,6,5,9
234:1,2,8,4,8,6,7,5,1,3,4,2,6,3,8,1,2,8,6,6,4,7,8,9,8,8,9,8,9,3
235:2,1,4,3,1,9,8,4,2,9,1,4,5,1,5,8,5,4,8,4,1,8,1,2,2,3,6,9,2,1
236:1,4,3,8,8,4,5,9,6,6,6,8,3,9,5,1,1,6,9,3,9,8,9,6,2,8,8,8,5,8
237:2,4,1,8,4,1,3,7,1,7,2,8,8,6,1,9,9,5,9,9,3,6,5,3,6,3,2,2,4,5
238:6,5,6,2,6,8,9,6,5,4,5,3,5,3,4,5,3,4,3,5,3,7,3,2,4,3,9,5,4,3
239:9,9,6,9,8,9,9,2,5,6,9,7,8,5,2,5,5,2,5,5,7,4,2,4,1,8,6,5,3,7
240:1,4,7,7,2,2,2,9,5,2,7,3,5,8,6,3,7,6,8,9,1,8,9,4,5,8,7,2,8,9
241:3,8,4,6,5,8,8,4,1,5,3,8,8,7,2,2,8,3,4,8,5,7,5,4,3,5,8,6,8,9
242:5,9,4,3,2,2,8,8,4,9,4,2,8,1,2,6,1,4,5,3,9,6,5,7,6,8,3,3,4,4
243:3,4,2,9,1,1,7,6,8,3,2,7,6,6,6,2,8,8,5,7,5,2,5,2,9,8,4,4,2,2
244:8,7,8,3,9,4,7,9,4,9,2,6,5,7,7,9,5,5,5,4,3,6,2,2,5,6,5,7,8,8
245:2,2,8,4,4,2,1,9,8,2,7,4,5,7,6,6,4,3,3,5,7,6,4,2,8,1,2,2,4,9
246:6,5,3,3,3,5,5,7,5,3,5,4,7,3,3,8,2,2,7,9,9,9,9,6,9,5,2,3,5,3
247:7,2,8,3,3,9,4,1,3,2,6,1,7,8,3,1,2,9,2,6,2,6,7,2,4,8,9,4,6,8
248:1,2,8,4,8,6,7,5,1,3,4,2,6,3,8,1,2,8,6,6,4,6,8,9,8,8,9,8,9,6
249:3,7,6,3,1,8,3,7,9,2,6,6,1,8,7,9,6,4,8,3,8,7,1,7,3,1,5,4,5,8
250:9,2,6,4,4,8,9,9,6,7,8,7,3,6,2,2,9,9,5,7,4,7,5,2,4,9,5,6,5,1
251:9,7,1,2,8,4,6,7,9,9,2,6,8,6,4,9,4,9,6,9,9,5,4,9,5,9,9,3,9,1
252:2,4,1,3,8,5,3,6,9,2,9,2,1,5,5,2,2,2,2,5,1,3,6,1,5,7,3,2,9,5
253:5,9,6,1,3,5,3,9,9,3,6,1,3,9,1,9,9,9,4,1,3,1,5,4,6,3,7,7,4,8
254:1,7,9,1,1,5,5,4,1,6,4,7,8,7,9,5,1,6,2,1,2,7,9,9,4,2,5,1,2,9
255:9,1,2,8,2,2,5,8,8,4,7,7,6,5,6,7,6,7,6,7,3,9,6,3,5,1,6,5,6,3
256:4,5,6,3,3,2,8,1,4,1,8,2,4,9,8,6,3,1,1,2,8,2,5,4,1,8,8,8,1,2
257:9,9,5,1,9,7,9,9,1,1,3,4,8,1,4,7,8,4,7,6,5,6,4,5,6,3,5,2,2,1
258:8,4,2,1,1,2,8,7,7,7,7,4,9,7,5,7,5,2,4,1,1,3,5,4,1,1,9,1,3,2
259:4,9,1,9,7,5,9,5,6,8,3,3,6,2,8,9,2,3,1,7,9,8,5,1,6,9,2,6,9,5
260:5,9,4,3,2,2,8,8,4,9,4,2,8,1,2,6,1,4,5,3,9,6,5,7,6,8,3,3,4,4
261:6,9,9,4,3,2,9,7,9,1,8,1,6,3,4,8,2,8,3,6,4,5,8,1,4,7,3,6,4,8
262:1,4,6,2,1,5,7,2,7,3,1,8,8,9,1,9,6,3,1,7,4,1,5,3,1,1,4,2,9,6
263:7,4,2,6,8,9,2,5,7,7,5,4,8,8,2,2,2,7,9,9,2,8,9,8,8,3,8,9,5,1
264:6,5,1,9,3,1,2,2,5,4,2,4,6,6,1,9,6,3,4,4,5,2,4,3,2,6,2,7,1,6
265:5,8,8,1,4,7,4,6,9,5,5,2,2,7,9,9,3,3,8,8,3,8,1,5,5,2,9,6,7,6
266:3,1,6,7,8,6,2,7,6,3,3,3,5,4,3,7,9,4,9,1,2,9,4,8,8,8,9,2,5,1
267:5,7,7,2,4,2,1,7,5,7,3,2,4,4,7,7,1,2,2,5,2,7,1,9,4,7,7,9,3,7
268:5,8,8,4,4,2,3,9,1,7,2,4,4,3,4,9,9,4,9,1,5,2,2,1,2,1,9,8,9,5
269:5,1,5,9,9,9,8,2,2,9,8,6,1,8,3,9,3,6,3,4,3,5,9,9,7,7,4,2,2,9
270:9,6,7,5,2,7,5,1,3,2,1,5,6,9,3,8,6,3,8,1,7,3,6,1,3,6,8,8,8,4
271:1,7,4,5,5,9,3,8,6,4,7,2,4,8,8,7,8,4,1,2,2,3,5,4,5,9,8,4,9,5
272:6,4,6,9,8,6,6,4,6,8,4,9,8,3,4,7,7,6,7,1,8,4,5,3,6,4,4,9,4,3
273:3,3,2,2,7,8,2,4,1,9,2,2,3,2,2,4,3,1,9,7,6,4,3,5,4,4,8,6,8,7
274:1,6,7,4,4,5,1,4,8,9,7,4,3,3,5,7,4,6,6,4,2,9,7,3,1,9,7,6,2,6
275:5,9,7,8,9,9,9,3,4,7,4,9,7,2,4,2,7,3,7,6,6,7,6,5,5,7,2,3,9,9
276:1,3,8,8,4,9,1,2,7,4,6,5,1,1,2,6,8,8,9,1,3,9,8,7,8,1,9,2,9,1
277:8,7,7,9,9,3,9,3,5,6,3,8,4,5,9,9,5,4,1,2,6,8,7,2,8,6,7,4,3,5
278:3,3,6,2,5,3,3,9,9,6,2,5,2,5,2,9,6,1,4,7,6,7,4,3,1,4,1,6,3,8
279:4,8,4,2,2,3,5,9,5,2,8,1,7,6,5,9,9,3,6,4,9,7,5,5,1,3,6,5,2,8
280:3,1,5,1,9,7,4,5,3,5,5,4,4,5,4,5,2,1,8,1,6,5,3,4,3,1,8,8,5,3
281:9,9,2,9,5,2,5,8,9,1,4,2,1,6,6,6,6,4,8,9,2,2,8,4,4,2,5,3,4,3
282:8,3,7,8,2,2,6,2,6,4,8,7,9,7,8,4,6,9,8,7,6,9,3,5,3,4,5,6,2,9
283:7,4,3,9,1,7,1,8,4,8,6,9,9,5,6,8,5,9,2,2,6,8,7,4,9,7,7,6,2,7
284:8,8,3,9,1,9,3,1,1,7,5,3,7,8,5,7,3,2,3,4,5,7,4,9,3,3,9,7,3,6
285:8,8,3,9,1,9,3,1,1,7,6,3,7,8,5,7,3,2,3,4,5,7,4,9,3,3,9,7,3,6
286:6,9,9,4,3,2,9,7,9,1,8,1,6,3,4,8,2,8,3,6,4,5,8,1,4,7,3,6,4,8
287:4,6,7,7,2,5,2,2,5,2,7,4,2,7,7,7,1,4,5,4,6,6,9,8,8,9,7,6,2,6
288:5,8,1,1,1,2,7,2,8,6,8,8,8,4,9,2,5,6,5,9,2,5,1,4,2,9,5,2,8,3
289:8,7,8,2,7,2,5,7,1,6,6,4,6,3,7,5,2,1,6,7,2,8,2,1,7,8,4,7,3,2
290:7,5,6,4,1,1,6,8,1,4,1,6,5,8,2,9,2,2,1,8,4,5,5,1,2,1,8,5,2,9
291:2,1,4,3,1,9,8,4,2,9,1,4,5,1,5,8,5,4,8,4,1,8,1,2,2,3,6,9,2,1
292:8,3,7,2,3,9,7,8,7,8,6,5,7,3,4,5,9,9,6,6,9,3,5,5,1,3,4,9,7,2
293:6,7,6,6,9,3,9,4,5,5,8,8,5,4,7,7,3,5,6,8,1,7,9,6,8,1,2,2,4,9
294:3,2,1,8,1,8,8,2,8,3,6,5,4,8,4,9,2,3,4,1,1,3,5,4,5,3,1,2,5,6
295:5,8,9,3,7,2,5,1,4,1,8,8,4,7,3,6,8,8,4,5,3,6,2,4,4,7,6,3,5,9
296:6,2,9,6,1,6,2,4,4,9,4,3,2,8,4,9,2,8,8,7,5,2,9,2,1,3,8,3,4,1
297:6,5,5,1,5,2,3,6,7,9,4,8,2,4,4,1,7,3,8,2,8,2,9,1,8,3,2,6,1,4
298:7,4,1,3,2,4,4,4,4,5,9,4,9,5,2,4,4,2,3,1,1,5,9,5,6,7,9,1,7,1
299:6,4,6,9,8,6,6,4,6,8,4,9,8,3,4,7,7,6,7,1,8,4,5,3,6,4,4,9,4,1
300:7,5,4,4,2,3,8,2,7,4,9,2,9,2,1,2,3,2,1,6,5,4,8,6,8,7,6,6,9,7
301:6,8,6,4,6,1,6,5,9,2,8,2,9,7,6,7,6,8,4,8,6,4,3,3,2,8,9,5,9,5
302:3,8,8,1,4,7,4,6,9,5,5,2,2,7,9,9,3,3,8,8,3,8,1,5,5,2,9,6,7,6
303:6,9,9,1,8,6,1,8,5,8,3,1,2,5,1,1,7,2,5,6,9,2,7,6,8,5,3,5,8,7
304:3,7,4,4,5,4,4,5,1,2,8,3,8,2,4,7,3,2,6,8,8,3,4,5,1,6,2,2,3,3
305:2,2,1,1,5,7,5,6,8,5,3,4,2,3,3,9,8,1,5,7,8,9,6,1,6,2,5,2,1,6
306:7,6,1,8,4,6,4,6,3,5,8,7,3,6,8,8,8,8,9,7,9,8,1,2,7,1,5,4,6,9
307:7,2,7,9,2,6,2,3,7,1,4,6,7,7,8,1,6,5,4,5,8,3,4,3,7,5,6,2,7,9
308:2,9,3,4,3,8,3,4,2,9,3,4,3,6,7,5,7,3,4,1,5,5,3,2,4,2,6,5,7,5
309:9,4,9,2,8,3,2,2,6,8,9,3,7,3,8,2,5,5,5,6,5,8,3,9,2,6,4,4,9,5
310:2,7,1,6,5,6,5,2,6,8,2,5,2,8,5,5,8,7,9,5,7,3,1,8,8,7,3,3,8,7
311:5,9,8,4,1,4,3,1,3,2,9,2,8,7,9,7,4,9,3,6,9,2,8,9,9,9,8,3,5,7
312:2,2,4,2,4,1,5,1,3,3,2,5,9,4,3,2,6,7,9,6,3,9,3,3,3,6,6,5,9,2
313:9,4,3,2,7,5,8,1,6,3,6,2,4,5,7,3,5,6,5,9,9,6,2,6,2,7,5,8,6,8
314:7,2,6,4,1,5,6,4,4,6,6,2,6,6,4,1,6,1,9,8,4,8,8,2,8,7,4,9,2,8
315:9,7,2,1,2,7,9,3,9,6,4,7,5,2,9,4,4,1,9,3,8,3,8,3,5,2,3,6,7,1
316:2,9,9,5,5,8,9,9,7,4,6,3,5,8,9,6,1,4,7,8,4,5,1,8,2,1,2,2,3,6
317:5,8,8,3,8,7,1,6,1,9,9,6,3,7,8,2,3,1,9,3,7,8,7,1,1,4,1,9,1,2
318:4,6,7,7,2,5,2,2,5,2,7,4,2,7,7,7,1,4,5,4,6,6,9,8,8,9,7,6,2,2
319:2,9,9,5,5,8,9,9,9,4,6,3,5,8,9,6,1,4,7,8,4,5,1,8,2,1,2,2,3,6
320:7,5,4,4,2,3,8,2,7,4,9,2,9,2,5,2,3,2,1,6,5,4,8,6,8,7,6,6,9,7
321:1,5,9,4,9,8,1,8,1,1,4,2,7,4,6,9,9,5,7,2,5,8,8,8,8,7,2,4,8,2
322:9,4,1,5,9,8,4,6,1,1,4,1,6,2,2,7,7,5,2,7,2,6,2,5,7,9,4,5,5,4
323:7,5,5,1,5,2,1,7,8,7,3,5,2,2,1,7,6,7,9,5,4,5,3,2,2,3,5,6,3,6
324:6,9,4,7,4,8,8,6,4,5,7,7,3,2,1,3,4,1,9,8,5,3,3,7,7,9,1,7,1,9
325:3,8,6,2,7,1,7,7,3,4,9,5,9,1,2,9,5,4,9,5,3,3,7,3,2,5,3,1,8,3
326:9,4,7,5,6,6,8,7,3,5,3,2,1,4,3,6,1,4,1,9,8,3,9,7,9,1,8,4,1,5
327:9,2,8,6,4,5,1,6,6,6,9,4,7,3,5,9,8,7,1,7,9,3,8,8,2,7,5,9,3,7
328:2,5,2,7,2,8,7,3,7,7,7,1,1,1,7,5,2,2,5,8,3,7,2,2,1,5,1,6,1,9
329:7,5,1,5,4,8,5,9,4,1,6,4,5,2,3,2,1,8,6,3,8,4,6,6,1,6,7,6,9,7
330:8,4,1,8,5,4,5,1,2,1,7,8,9,6,2,4,1,8,9,4,6,7,2,9,1,2,7,6,4,8
331:1,2,8,4,8,6,7,5,1,3,4,2,6,3,8,1,2,8,6,6,4,6,8,9,8,8,9,8,9,3
332:8,8,3,8,6,4,3,4,1,9,7,3,5,5,6,3,5,3,9,5,1,5,5,4,3,4,1,6,2,6
333:9,3,4,1,4,3,1,8,8,4,5,3,3,1,5,6,8,4,9,3,4,1,7,8,5,1,4,7,4,5
334:6,8,6,4,6,1,6,5,9,2,8,2,9,7,6,7,6,8,4,8,6,4,3,2,2,8,9,5,9,9
335:7,7,6,4,4,9,9,5,5,4,7,7,4,8,2,5,7,9,3,2,3,3,9,9,9,2,1,7,9,2
336:3,1,6,7,7,6,9,9,1,8,9,2,7,9,1,1,2,6,3,4,9,5,6,5,7,4,3,9,3,8
337:9,9,6,9,8,6,9,2,5,6,9,7,8,5,2,5,5,2,5,5,7,4,2,4,1,8,6,5,3,1
338:1,8,2,1,9,7,1,1,4,1,8,8,3,8,4,1,4,2,4,8,7,1,8,7,4,9,8,9,3,4
339:5,3,6,8,2,6,1,8,7,2,5,5,7,9,1,9,5,4,7,3,6,8,5,8,8,9,8,1,2,7
340:6,5,5,1,5,2,3,6,3,9,4,8,2,4,4,1,7,3,8,2,8,2,9,1,8,3,2,6,1,4
341:3,5,9,5,1,9,6,9,3,2,1,4,5,8,6,2,1,6,9,3,3,6,8,1,9,2,4,6,3,4
342:3,8,7,1,2,5,4,6,6,8,3,7,6,6,3,9,3,9,1,4,7,8,1,6,7,3,5,2,8,2
343:3,9,5,1,8,7,6,4,2,6,1,4,8,8,9,2,1,9,5,9,6,9,2,4,4,4,9,3,6,3
344:9,5,2,1,3,6,8,5,7,6,9,9,6,6,1,9,5,7,2,1,4,6,4,7,3,3,3,7,3,9
345:8,9,8,9,8,4,6,3,6,9,9,5,7,6,7,2,2,2,2,6,8,1,2,9,2,4,2,3,5,1
346:1,5,7,3,9,8,7,9,6,1,3,3,2,4,4,6,1,5,4,9,5,3,1,6,3,2,7,7,1,1
347:6,9,5,8,1,1,6,4,9,8,6,5,1,2,8,5,4,2,5,7,9,2,5,1,7,9,8,9,9,8
348:9,9,2,9,5,2,5,8,9,1,4,2,1,6,6,6,6,4,8,9,2,2,8,4,4,2,5,3,4,5
349:7,1,9,4,9,2,6,7,5,2,3,6,5,3,5,8,5,3,7,4,8,8,1,4,1,3,6,6,6,7
350:3,3,9,1,4,6,9,3,2,2,7,7,2,9,1,6,6,8,7,6,2,4,1,6,1,3,3,8,6,5
351:9,8,2,9,4,5,1,6,3,8,4,7,8,7,7,3,5,7,5,7,5,8,5,4,2,7,3,2,3,3
352:3,4,5,5,1,1,2,6,2,8,1,8,5,1,8,2,9,9,2,9,5,6,1,5,8,7,1,8,4,8
353:6,8,6,6,1,9,2,1,1,6,2,9,3,2,9,2,4,5,9,1,7,5,3,8,6,9,3,7,6,5
354:8,9,9,8,7,3,7,4,8,8,8,2,2,5,8,9,3,3,7,6,5,4,8,5,6,1,8,1,5,2
355:1,9,8,5,3,7,1,2,4,6,5,5,7,4,2,4,8,7,3,1,2,5,3,7,3,1,1,6,8,8
356:9,4,1,6,9,5,5,5,1,7,5,9,6,6,3,8,5,4,1,2,2,4,4,2,1,4,4,7,4,6
357:4,5,7,1,1,4,1,1,4,8,6,7,6,6,3,2,3,8,2,4,3,2,8,9,1,3,3,7,1,4
358:6,1,2,5,3,8,5,8,2,7,2,9,1,8,7,9,6,8,9,1,6,4,8,7,4,4,1,4,1,5
359:7,2,2,4,4,6,7,3,3,6,3,4,8,3,4,8,8,5,3,2,8,7,4,5,2,9,9,2,1,3
360:3,2,7,4,8,2,4,7,4,3,9,2,7,1,1,3,5,7,1,6,9,3,8,1,8,6,2,5,5,3
361:6,1,6,6,5,1,9,5,4,9,4,9,9,7,2,2,4,7,9,1,7,6,5,3,1,5,5,2,9,6
362:1,1,2,7,2,4,8,8,6,1,1,3,6,6,3,5,8,9,8,3,5,8,8,7,9,4,3,6,9,2
363:9,4,3,2,7,5,8,1,8,3,6,2,4,5,7,3,5,6,5,9,9,6,2,6,2,7,5,8,6,4
364:1,8,2,1,7,7,1,1,4,1,8,8,3,8,4,1,4,2,4,8,7,1,8,7,4,9,8,9,3,4
365:7,5,5,1,5,2,1,7,8,7,3,5,2,2,1,7,6,7,9,5,4,5,3,2,2,3,6,6,3,3
366:5,3,1,1,1,4,6,6,6,6,9,8,9,9,7,1,3,1,1,7,2,7,5,9,7,3,1,2,5,7
367:1,4,5,7,2,8,4,1,4,5,4,1,7,2,9,5,9,7,7,4,7,6,6,5,3,5,8,8,9,7
368:3,3,9,1,4,6,9,3,2,2,7,7,2,9,1,6,6,8,7,6,2,4,1,6,1,3,3,8,6,7
369:5,9,8,4,1,4,3,1,3,2,9,8,8,7,9,7,4,9,3,6,9,2,8,9,9,9,8,3,5,7
370:8,4,9,6,8,4,1,4,8,8,5,7,6,9,1,4,5,2,7,4,5,9,4,3,4,2,3,1,8,8
371:8,4,6,4,5,2,5,4,4,4,4,7,4,3,2,9,8,9,5,7,5,3,8,7,6,5,3,1,5,4
372:8,7,8,2,7,2,5,7,1,6,6,4,6,3,7,5,2,1,6,7,2,8,2,1,7,8,4,7,3,2
373:5,9,8,4,1,4,3,1,3,2,9,8,8,7,9,7,4,9,3,6,9,2,8,9,9,9,8,3,5,7
374:4,9,1,9,7,5,9,5,6,8,3,3,6,2,8,9,2,3,1,7,9,8,5,1,6,9,2,6,9,2
375:2,2,7,2,6,4,7,7,7,4,2,2,2,8,2,3,6,1,6,8,6,6,4,1,8,8,3,9,8,2
376:2,6,1,4,7,3,2,6,9,2,2,9,7,9,7,9,4,3,8,4,9,2,1,1,8,3,5,1,9,4
377:1,7,4,5,5,9,3,8,6,4,7,6,4,8,8,7,8,4,1,2,2,3,5,4,5,9,8,4,9,5
378:3,8,4,6,5,8,8,4,1,5,3,8,8,7,2,2,8,3,4,8,5,7,5,4,3,5,9,6,8,9
379:6,5,6,2,6,8,9,6,5,4,5,3,5,4,4,5,3,4,3,5,3,7,3,2,4,3,9,5,4,3
380:6,5,6,2,6,8,9,6,5,4,5,3,5,4,4,5,3,4,3,5,3,7,3,2,4,3,9,5,4,2
381:3,1,5,7,5,8,2,9,6,9,2,5,7,4,6,9,5,6,9,3,2,6,8,9,9,4,9,2,4,3
382:2,4,8,8,7,4,7,5,2,4,1,6,3,5,1,6,1,1,1,6,8,2,8,6,9,1,9,4,2,1
383:9,1,4,4,8,1,9,6,9,8,8,9,4,8,8,4,4,7,8,1,8,3,3,3,8,7,3,6,4,8
384:3,3,5,4,6,5,1,6,7,7,9,2,7,3,2,2,6,1,6,8,5,1,9,4,3,1,4,9,7,1
385:5,9,5,1,2,9,4,5,9,9,4,2,5,5,9,6,5,6,6,1,1,4,2,9,6,3,2,5,8,4
386:2,4,1,3,8,5,3,6,9,2,9,2,1,5,5,2,2,2,2,5,1,3,6,1,5,7,3,2,9,1
387:6,4,6,9,8,6,6,4,6,8,4,9,8,3,4,7,7,6,7,1,8,4,5,3,6,4,4,3,4,1
388:2,2,5,7,2,9,6,5,5,4,5,5,5,9,7,4,9,3,7,9,5,5,8,6,2,3,1,7,7,6
389:1,2,5,6,4,3,7,9,5,2,7,4,9,6,2,1,7,9,4,7,8,5,4,9,7,1,7,3,8,4
390:8,8,8,5,5,6,1,6,1,9,5,2,1,3,8,8,8,6,7,9,7,4,3,4,6,4,1,5,3,4
391:9,5,1,4,7,6,6,4,2,3,1,3,4,2,3,3,8,4,3,1,3,3,3,3,4,9,5,8,7,9
392:9,6,7,5,2,7,5,1,3,2,1,5,6,9,3,8,6,3,8,1,7,3,6,1,3,6,8,8,8,1
393:9,4,9,9,6,3,1,4,5,3,1,9,7,1,6,4,4,1,2,6,3,1,7,1,2,2,5,1,8,7
394:9,1,5,8,3,9,5,7,9,5,1,6,7,4,6,2,4,3,2,3,1,9,8,3,8,4,9,7,8,4
395:6,7,5,2,8,4,4,7,8,4,4,7,7,1,3,6,6,2,6,5,8,2,3,2,5,4,7,4,5,1
396:6,1,2,5,3,8,5,8,2,7,2,9,1,8,9,9,6,8,9,1,6,4,8,7,4,4,1,4,1,5
397:8,3,6,8,3,9,2,2,8,1,3,2,6,5,3,6,5,8,3,8,7,1,1,3,5,3,8,8,5,2
398:6,9,9,1,8,6,1,8,5,8,3,1,2,5,1,1,7,2,5,6,9,2,7,6,8,5,3,5,8,4
399:1,5,5,4,4,7,3,7,6,5,5,8,5,2,5,3,1,4,8,6,9,7,9,5,8,1,5,5,6,5
400:1,6,3,5,4,2,8,1,4,8,4,3,5,9,8,4,5,6,4,6,3,2,5,8,9,8,7,8,5,3
401:3,8,4,6,5,8,8,4,1,5,3,8,8,7,2,2,8,3,4,8,5,7,5,4,3,5,9,6,8,7
402:8,6,9,3,8,9,6,4,4,3,4,2,5,3,5,1,7,1,2,2,4,1,3,1,2,8,4,1,5,6
403:2,7,8,2,8,3,2,9,1,5,4,4,8,4,2,1,2,2,6,4,8,8,8,3,6,2,5,5,5,4
404:1,7,2,7,4,3,5,3,5,7,7,3,3,1,3,4,8,1,3,6,6,1,5,3,6,4,3,1,5,4
405:4,7,6,9,5,6,4,2,8,9,2,1,3,9,5,1,9,3,8,9,7,4,2,3,9,9,9,6,8,9
406:4,5,7,1,1,4,1,1,4,8,6,7,6,6,3,2,3,8,2,4,3,2,8,9,1,3,3,7,1,5
407:7,9,9,5,4,1,6,5,4,1,5,5,1,8,1,9,1,4,9,1,8,4,8,1,3,1,9,5,6,1
408:9,4,7,5,6,6,8,7,3,5,3,2,1,4,3,6,1,4,1,9,8,3,9,7,9,1,8,4,1,5
409:7,8,8,7,6,5,6,5,4,7,1,2,4,6,1,1,1,3,7,1,8,6,1,5,3,5,5,4,9,9
410:9,1,5,4,8,7,9,6,2,8,1,5,6,7,5,7,3,3,6,5,9,7,5,1,1,4,1,9,5,5
411:9,2,8,6,6,5,1,6,6,6,9,4,7,3,5,9,8,7,1,7,9,3,8,8,2,7,5,9,3,9
412:3,2,2,6,3,4,8,2,4,3,7,4,5,1,7,1,2,2,9,1,5,9,5,7,2,7,2,4,2,2
413:3,1,5,7,5,8,2,9,6,9,2,5,7,4,6,9,5,6,9,3,2,6,8,9,9,4,9,2,4,1
414:5,7,8,8,2,4,8,8,9,1,3,7,6,3,7,6,7,2,7,8,8,3,3,1,2,4,7,2,8,1
415:1,2,6,1,1,3,1,4,2,9,5,9,1,4,9,5,8,5,5,6,6,1,6,6,5,1,4,4,5,5
416:1,9,9,8,6,1,8,2,4,7,7,8,5,9,3,2,1,4,1,9,4,3,9,5,6,5,9,6,6,6
417:8,9,9,3,2,7,4,9,6,1,9,2,9,2,5,9,6,4,2,1,8,4,6,3,5,7,9,9,1,5
418:7,2,1,3,1,5,9,4,5,5,2,7,1,6,6,2,9,7,6,4,7,2,6,2,7,2,5,1,1,7
419:9,1,5,8,3,9,5,7,9,5,1,6,7,4,6,2,4,6,2,3,1,9,8,3,8,4,9,7,8,7
420:7,2,1,2,3,1,8,8,1,5,1,4,6,9,1,2,8,5,5,8,3,6,3,5,1,4,7,3,9,2
421:6,8,6,6,1,9,2,1,1,6,2,9,3,2,9,2,4,5,9,1,7,5,3,8,6,9,3,7,6,9
422:4,2,3,1,7,1,9,5,3,8,3,4,7,1,3,3,6,9,7,5,9,6,1,4,1,4,9,7,5,2
423:2,3,4,7,6,5,4,2,9,9,2,8,4,8,2,7,4,3,4,7,6,1,8,9,1,6,9,7,6,4
424:3,4,4,9,7,9,6,3,4,8,8,8,1,2,8,2,7,4,1,9,3,1,1,9,9,3,3,6,1,1
425:7,5,1,2,7,6,1,6,1,1,6,6,9,8,3,4,5,7,2,2,7,3,4,6,8,9,2,7,9,5
426:4,3,1,3,5,1,8,8,8,4,7,7,7,7,2,7,6,7,7,2,3,4,2,9,5,5,1,9,6,6
427:2,6,3,5,5,9,8,9,1,1,1,9,7,6,8,5,4,5,2,3,1,4,9,3,1,2,6,7,3,4
428:2,8,2,3,4,5,5,1,5,2,8,2,6,1,4,7,1,4,7,3,6,1,2,9,6,1,8,6,4,9
429:8,9,9,5,5,5,2,6,9,8,3,5,2,9,5,1,6,9,2,8,1,7,7,9,5,2,5,2,5,8
430:8,4,3,3,5,2,3,6,1,5,8,7,4,2,3,2,8,3,2,6,2,1,3,9,4,5,2,4,9,5
431:3,3,2,2,7,8,2,4,1,9,2,2,3,2,2,4,3,1,9,7,6,4,3,5,4,6,8,6,8,7
432:1,3,6,8,5,8,6,8,3,9,7,1,9,5,1,6,9,8,5,2,8,7,3,5,8,7,4,4,8,3
433:3,6,9,5,3,9,2,1,7,3,8,5,9,9,4,4,3,2,9,6,5,5,6,2,4,1,5,8,7,5
434:1,2,1,8,1,2,5,7,4,9,4,2,9,3,4,9,1,1,2,9,5,6,8,8,8,7,9,2,8,2
435:9,2,7,6,4,7,6,8,5,1,9,6,9,3,2,5,4,3,9,9,6,1,6,2,6,5,5,3,2,4
436:8,2,3,7,9,7,5,3,6,8,7,3,7,6,5,5,8,2,6,5,3,6,3,9,6,9,8,1,5,6
437:7,5,5,1,5,2,1,7,8,7,3,5,2,2,1,7,6,7,9,5,4,5,3,2,2,3,6,6,3,6
438:2,1,6,4,1,7,8,9,5,6,5,2,6,2,2,8,1,6,9,4,6,5,5,9,1,4,3,7,6,3
439:5,6,1,4,6,3,9,4,7,7,2,6,9,7,3,1,1,2,5,9,6,7,8,4,1,2,6,7,5,7
440:9,1,3,7,2,3,3,6,7,6,7,5,4,1,1,6,4,8,3,8,5,9,7,3,5,3,5,3,8,8
441:2,8,1,9,3,1,9,1,3,7,5,8,7,1,5,6,3,7,2,7,9,6,8,9,3,1,9,4,1,2
442:9,1,3,7,2,3,3,6,7,6,7,5,4,1,1,6,4,8,3,5,5,9,7,3,5,3,5,3,8,1
443:6,3,4,6,5,1,7,9,7,8,6,2,2,2,3,6,8,1,1,2,3,9,3,4,1,7,1,4,3,2
444:8,7,7,9,9,3,9,3,5,6,3,8,4,5,9,9,5,4,1,2,6,8,7,2,8,6,7,4,3,5
445:4,4,9,8,5,8,9,9,1,6,5,2,2,2,3,3,1,4,7,2,7,7,6,8,6,9,8,4,5,9
446:3,1,5,7,5,8,4,9,6,9,2,5,7,4,6,9,5,6,9,3,2,6,8,9,9,4,9,2,4,3
447:3,7,4,4,5,4,4,5,1,2,8,3,8,2,4,7,3,2,6,8,8,3,4,5,1,6,2,2,3,1
448:2,5,8,1,1,6,5,2,8,7,8,8,4,6,3,7,6,4,7,9,8,4,8,9,1,1,4,7,5,4
449:7,7,6,5,6,8,7,1,8,2,2,6,1,8,5,7,2,3,2,3,7,9,7,8,5,8,8,1,8,5
450:7,8,2,5,7,9,4,8,5,4,9,7,2,5,9,4,5,7,4,8,6,7,8,8,1,7,6,6,7,2
